DATE,TLRESCONS_NBD20020101
2002-01-01,100.00000
2003-01-01,112.18848
2004-01-01,133.78736
2005-01-01,156.69656
2006-01-01,153.80531
2007-01-01,123.88044
2008-01-01,91.44695
2009-01-01,65.13301
2010-01-01,63.92207
2011-01-01,63.59139
2012-01-01,69.51850
2013-01-01,83.52502
2014-01-01,95.38693
2015-01-01,109.13782
2016-01-01,121.12414
2017-01-01,136.01761
2018-01-01,140.61959
2019-01-01,137.79314
2020-01-01,160.57408
2021-01-01,201.55481
2022-01-01,231.01876
2023-01-01,.
